,,,中文翻譯,日文翻譯,捷克文翻譯,越文翻譯,越文例句,英文例句,日文例句,捷克文例句,中文翻譯
circumstantial uses,specific uses,point,觀點、論點、想法、意見,点、こと,bodu,mức độ,"Người Polynesia đã phát triển một con tàu như vậy từ nhiều thế kỷ trước, thậm chí còn có một chiếc được đóng ở Anh dưới triều đại của Charles Đệ Nhị, nhưng chỉ đến gần đây chúng ta mới có thể phát triển đến một mức độ khiến những con tàu này có đủ độ tin cậy để vượt biển hiệu quả, như tàu catamaran.","The Polynesians developed such a vessel centuries ago, there was even one built in Britain in the reign of Charles Two, but only recently have we progressed to the point where they have become reliable enough for efficient ocean crossing—the catamaran. ",ポリネシア人が何世紀も前にこのような船を開発し、チャールズ2世の時代には英国でも建造されていたが、最近になって、次の点が明らかにされた。つまり、効率的に海を渡ることができる信頼性の高い船、双胴船が開発されたということである。,"Polynésané vyvinuli takovou loď před staletími, v Británii byla dokonce postavena za vlády Karla druhého, ale teprve nedávno jsme pokročili do bodu, kdy se staly dostatečně spolehlivými pro efektivní plavbu přes oceán - katamarán. ",波利尼亞人在好幾世紀前，開發了這樣的一種船艦，甚至查理二世在位時在英國也建了一艘，但直至今日，我們的技術才進步到能製造出足夠可靠的船艦的程度，來有效率的跨越海洋，也就是雙體船。
circumstantial uses,specific uses,region,區域、地區,,,,,,,,
circumstantial uses,specific uses,position,處境、情況、立場,,,,,,,,
circumstantial uses,specific uses,spot,地點、場所,,,,,,,,
circumstantial uses,specific uses,site,地點、位置、地點,,,,,,,,
circumstantial uses,specific uses,area,地區、區域、領域、方面,地域,oblasti,khu vực,"... chúng ta phải nhớ rằng những người ở khu vực nông thôn thường có thu nhập thấp, nhưng họ vẫn sẽ có quyền sống ở khu vực nơi họ làm việc.",...we have to remember that people in rural areas often are earning low incomes erm but they will still have a right to live in the area where they work. ,地方の人々は低所得であることが多いことを忘れてはならない。しかし、彼らには働いている地域に住む権利がある。,"... musíme si pamatovat, že lidé ve venkovských oblastech často mají nízké příjmy, ale stále budou mít právo žít v oblasti, kde pracují. ",我們得記住，在偏遠地區的人通常工作收入比較低，但他們仍有權能住在他們工作的地區。
circumstantial uses,specific uses,time,時間、時刻、時候,とき,doby,"thời điểm, thời gian","""So young"" bắt nguồn vào thời điểm khi chúng tôi và những người bạn thân của tôi rơi vào tình huống phê thuốc và có phần tuyệt vọng và có một đêm, một người suýt chết.",‘So young” comes from a time when we and my close friends were caught in a bit of a desperate drugged-up situation and there was one particular night when one person nearly died. ,「So young」は、私たちと私の親しい友人が少し絶望的な薬漬けの状況に巻き込まれ、ある特定の夜に一人が死にそうになったときから来ている。,"„Tak mladý“ pochází z doby, kdy jsme se s mými blízkými přáteli dostali do trochu zoufalé drogové situace a v jednu  noc jeden člověk téměř zemřel. ",那時我們和我的好朋友被困在一個有點絕望、受藥物影響的情況，那正是「好年輕」一詞出現的時刻，而有那麼一晚，有個人差點就要死了。
circumstantial uses,specific uses,stage,階段,段階,fáze,giai đoạn,Thật buồn khi phải rời câu lạc bộ sau tám năm nhưng đã đến một giai đoạn mà hiện tại tôi phải xem xét xem điều gì là tốt nhất cho tương lai của mình.,It will be a real wrench to leave the club after eight years but I have got to a stage when I must now look at what is best for my future. ,8年間在籍したクラブを離れるのは本当に心苦しいが、自分の将来にとって何がベストなのかを考えなければならない段階に来ている。,"Po osmi letech bude smutné opustit klub, ale dostal jsem se do fáze, kdy nyní musím udělat to, co je nejlepší pro mou budoucnost. ",在八年後的現在，要離開這個社團真的會是件痛苦的事情，但我已經到了一個必須思考什麼對未來會是最好的階段。
circumstantial uses,specific uses,moment,時候、時刻、時機,瞬間,okamžik,khoảnh khắc,"Họ đã giúp quyên góp tiền cho chiến dịch tranh cử của Clinton, cho gia đình Clintons mượn ngôi nhà ở California của mình, và giới thiệu họ với thợ làm tóc Christophe ở Beverly Hills. Đó là khoảnh khắc khi sự hào nhoáng trở nên màu mè, với cuộc tranh cãi về việc chỉ vì lần cắt tóc 200 đô la của Tổng thống mà Lực lượng Không quân Một lại chặn đường băng của một sân bay Los Angeles.","They helped raise money for the Clinton campaign, lent the Clintons their California home, and introduced them to the Beverly Hills hairdresser Christophe. That was the moment when the glamour turned tawdry, with the controversy over the president’s Dollars 200 haircut while Air Force One blocked the runways a Los Angeles airport.",彼らはクリントン陣営の資金調達を手伝い、クリントン夫妻にカリフォルニアの家を貸し、ビバリーヒルズの美容師クリストフを紹介した。エアフォースワンがロサンゼルス空港の滑走路を封鎖しているときに、大統領が200ドルで髪を切ったことが物議を醸し、華やかさが不潔さに変わった瞬間だった。,"Pomohli získat peníze na Clintonovu kampaň, zapůjčili Clintonovým jejich dům v Kalifornii a představili je kadeřníkovi Christophovi v Beverly Hills. To byl okamžik, kdy se osobní kouzlo změnilo na lacinou honosnost, s kontroverzí ohledně prezidentova účesu za 200 dolarů, zatímco Air Force One blokoval dráhy na letišti v Los Angeles.",他們替柯林頓的計畫募資，讓柯林頓夫婦借住他們在加州的家，還介紹比佛利山莊的髮型師克里斯多福給他們認識。那正是一切光輝開始失色走樣的時刻，因為總統為了200美元剪髮，而讓空軍一號擋住了洛杉磯機場的跑道。
circumstantial uses,specific uses,period,時期,,,,,,,,
circumstantial uses,specific uses,age,年紀、年齡,,,,,,,,
circumstantial uses,specific uses,era,時代、年代,,,,,,,,
circumstantial uses,specific uses,way,方向、道路、方法,方法,způsob,cách,"Tôi có thể, tôi biết cách leo lên mái nhà và...",I can I know a way how to get up and get onto the roof and...,私は、屋根に上がる方法を知っていて、,"Můžu a znám způsob, jak se zvednout a dostat se na střechu a ... ",我知道一個能爬上屋頂的方法，...
circumstantial uses,specific uses,approach,方法、方式,方法,přístupem,tiếp cận,"Cách tiếp cận của Eric là chụp hình trong bóng râm vào một ngày nắng sáng, ở f /11 và 1/30 giây bằng phim Fuji RDP 100.","Eric’s approach is to shoot it in the shade on a bright sunny day, at f/11 and 1/30 sec on Fuji RDP 100.",エリックは、明るい日の日陰で、富士のRDP100でF11、1/30秒で撮影するという方法をとっている。,"Ericovým přístupem je fotografování ve stínu za jasného slunečného dne, f / 11 a 1/30 s na Fuji RDP 100.",艾瑞克的方法是在大晴天時，在陰影處用富士RDP相機100、f/11光圈、1/30秒來拍攝
circumstantial uses,specific uses,procedure,步驟,,,,,,,,
circumstantial uses,specific uses,method,方法、方式,方法,metody,phương pháp,"BILLINGS: Nhưng chắc hẳn bạn đã thử các phương pháp khác trong quá khứ, chúng là gì vậy? NEWEY: Phương pháp thông thường là áp dụng sơn mài tổng hợp, sơn mài trong suốt, lên bề mặt đồ vật.","BILLINGS: But you must have tried other methods in the past, what were they? NEWEY: Well the usual method is to apply synthetic lacquer, transparent lacquer, over the surface of the object. ",ビリングス：しかし、過去に他の方法を試したことがあるはずですが、それはどのようなものでしたか？NEWEY：通常の方法は、対象物の表面に合成ラッカー、つまり透明なラッカーを塗ることです。,"BILLINGS: Ale určitě jste v minulosti zkoušeli jiné metody, jaké to byly? NEWEY: Obvyklou metodou je nanášení syntetického laku, transparentního laku, na povrch předmětu. ",比林斯：「但你在之前一定試過其他方法，你試了哪些？」紐維：「常用的方法是在物品的表面上合成漆以及透明漆。」
circumstantial uses,specific uses,technique,技術、技能,,,,,,,,
circumstantial uses,specific uses,recipe,食譜,,,,,,,,
circumstantial uses,specific uses,norm,準則、規範,,,,,,,,
circumstantial uses,specific uses,trick,訣竅、秘訣、技巧,コツ,,mẹo,"Để có được những cây con khỏe mạnh, mẹo là giữ cho phân trộn hơi khô, đừng để chúng quá ướt, nhưng phải đảm bảo rằng nó không bị khô hoàn toàn.","To get sturdy seedlings, the trick is to keep the compost slightly on the dry side, never too wet, but make sure that it doesn’t dry out fully. ",丈夫な苗を作るためには、コンポストをやや乾燥気味にして、湿りすぎないようにし、完全に乾燥してしまわないようにするのがコツである。,"Chcete-li získat odolné sazenice, musíte udržovat kompost spíš suchý, nikdy příliš mokrý, ale ujistěte se, že úplně nevyschne. ",為取得強壯的幼苗，訣竅是保持肥料略為乾燥，千萬不要太濕，但也要確保肥料不會完全變乾。
circumstantial uses,specific uses,knack,技巧、本領、技能,,,,,,,,
circumstantial uses,specific uses,gambit,策略,,,,,,,,
circumstantial uses,specific uses,case,實例、案例、觀點,場合,případě,trường hợp,"Bất kỳ du khách nào có ý định giữ phương tiện của mình trong nước hơn mười hai tháng sẽ phải trả thuế, trừ khi anh ta là cư dân ở đó. Trong trường hợp này, ngay cả khi anh ta rời khỏi Zambia sau đó, anh ta sẽ không thể được hoàn lại thuế đã nộp.","Any visitor who intends to keep his vehicle in the country for more than twelve months. Unless he take up residence, will have to pay duty. In this case, even if he leaves Zambia subsequently, he will be unable to obtain refund of the duty paid. ",訪日外国人が12ヶ月以上自動車を国内に留める場合、居住する場合を除き、関税を支払う必要がある。この場合、たとえその後ザンビアを離れたとしても、支払った関税の払い戻しを受けることはできない。,"Každý návštěvník, který má v úmyslu ponechat si své vozidlo v zemi déle než dvanáct měsíců. Pokud se nestane rezidentem, bude muset zaplatit clo. V takovém případě, i když následně ZambiI opustí, nedostane zpět zaplacené clo. ",若訪客有意將他們的車輛留在該國超過12個月，除非他們定居於該國，否則將需支付關稅。在這樣的情況下，即便這位訪客隨即離開尚比亞，他仍無法取回已支付的關稅。
